"","word"
"106.14","masyarakat"
"106.15","karena"
"106.16","hanya"
"106.17","fokus"
"106.18","ekonomi"
"106.19","jokowitahuncukuplah"
"106.20","jokowitahuncukuplah"
"107","bps"
"107.1","catat"
"107.2","harga"
"107.3","obat"
"107.4","obatan"
"107.5","naik"
"107.6","di"
"107.7","tengah"
"107.8","lonjakan"
"107.9","covid"
"108","ekonomi"
"108.1","situasi"
"108.2","memburuk"
"108.3","covid"
"108.4","dijangka"
"108.5","beri"
"108.6","tekanan"
"108.7","kepada"
"108.8","hasil"
"108.9","mgs"
"108.10","gli"
"108.11","kenanga"
"108.12","research"
"108.13","read"
"108.14","more"
"109","apa"
"109.1","yang"
"109.2","berlaku"
"109.3","hari"
"109.4","ini"
"109.5","dan"
"109.6","sabtu"
"109.7","lepas"
"109.8","bukan"
"109.9","membawa"
"109.10","maksud"
"109.11","mahiaddin"
"109.12","turun"
"109.13","covid"
"109.14","cases"
"109.15","malaysia"
"109.16","sekarang"
"109.17","perlukan"
"109.18","seorang"
"109.19","pemimpin"
"109.20","yang"
"109.21","boleh"
"109.22","kawal"
"109.23","negara"
"109.24","pulihkan"
"109.25","ekonomi"
"109.26","pulihkan"
"109.27","politik"
"109.28","dan"
"109.29","kesihatan"
"109.30","di"
"109.31","malaysia"
"109.32","kalau"
"109.33","setiap"
"109.34","hari"
"109.35","ramai"
"109.36","turun"
"109.37","tanda"
"109.38","protes"
"109.39","apa"
"109.40","maksudnya"
"110","penjarakan"
"110.1","fizikal"
"110.2","sop"
"110.3","semua"
"110.4","campak"
"110.5","ke"
"110.6","laut"
"110.7","face"
"110.8","with"
"110.9","tears"
"110.10","of"
"110.11","joy"
"110.12","sok"
"110.13","buka"
"110.14","je"
"110.15","lah"
"110.16","ekonomi"
"110.17","macam"
"110.18","biasa"
"110.19","balik"
"110.20","pandai"
"110.21","diri"
"110.22","sendiri"
"110.23","jaga"
"110.24","takut"
"110.25","kena"
"110.26","covid"
"110.27","jarak"
"110.28","sendiri"
"110.29","tak"
"110.30","perlu"
"110.31","kerajaan"
"110.32","sibuk"
"110.33","nak"
"110.34","ajar"
"110.35","orang"
"110.36","itu"
"110.37","ini"
"111","ancaman"
"111.1","covid"
"111.2","lebih"
"111.3","berbahaya"
"111.4","berbanding"
"111.5","dengan"
"111.6","krisis"
"111.7","ekonomi"
"111.8","dan"
"111.9","kewangan"
"111.10","yang"
"111.11","pernah"
"111.12","melanda"
"111.13","negara"
"111.14","dalam"
"111.15","tempoh"
"111.16","empat"
"111.17","dekad"
"111.18","yang"
"111.19","lalu"
"111.20","parlimen"
"111.21","menangbersama"
"112","citf"
"112.1","ditubuhkan"
"112.2","untuk"
"112.3","menangani"
"112.4","pandemik"
"112.5","covid"
"112.6","melalui"
"112.7","inisiatif"
"112.8","imunisasi"
"112.9","seluruh"
"112.10","masyarakat"
"112.11","yang"
"112.12","seterusnya"
"112.13","mempercepatkan"
"112.14","pemulihan"
"112.15","ekonomi"
"112.16","negara"
"112.17","se"
"112.18","a"
"112.19","mengkoordinasi"
"112.20","persekutuan"
"112.21","negeri"
"112.22","se"
"112.23","a"
"112.24","memberikan"
"112.25","perkhidmatan"
"112.26","sokongan"
"112.27","kepada"
"112.28","pelan"
"112.29","pick"
"112.30","menangbersama"
"112.31","parlimen"
"113","ppn"
"113.1","sebagai"
"113.2","sebuah"
"113.3","roadmap"
"113.4","dan"
"113.5","strategi"
"113.6","peralihan"
"113.7","keluar"
"113.8","dari"
"113.9","krisis"
"113.10","covid"
"113.11","secara"
"113.12","berfasa"
"113.13","melibatkan"
"113.14","pembukaan"
"113.15","aktiviti"
"113.16","ekonomi"
"113.17","dan"
"113.18","sosial"
"113.19","secara"
"113.20","beransur"
"113.21","parlimen"
"113.22","menangbersama"
"114","kok"
"114.1","duk"
"114.2","je"
"114.3","lah"
"114.4","situ"
"114.5","lame"
"114.6","pulang"
"114.7","kali"
"114.8","perlu"
"114.9","hadap"
"114.10","shithousery"
"114.11","kita"
"114.12","sini"
"114.13","political"
"114.14","unrest"
"114.15","case"
"114.16","covid"
"114.17","kali"
"114.18","settle"
"114.19","perkembangan"
"114.20","ekonomi"
"114.21","my"
"115","buruh"
"115.1","meminta"
"115.2","gaji"
"115.3","pejabat"
"115.4","dipotong"
"115.5","buat"
"115.6","tangani"
"115.7","covid"
"116","kibarkan"
"116.1","merah"
"116.2","putih"
"116.3","lawan"
"116.4","covid"
"116.5","indonesia"
"116.6","sehat"
"116.7","ekonomi"
"116.8","bangkit"
"116.9","polripresisi"
"116.10","divisihumaspolri"
"116.11","humaspoldajatim"
"116.12","polreslumajang"
"116.13","humaspolreslumajang"
"117","cepat"
"117.1","dan"
"117.2","sigap"
"117.3","eh"
"117.4","sumbangan"
"117.5","bermasalah"
"118","kibarkan"
"118.1","merah"
"118.2","putih"
"118.3","lawan"
"118.4","covid"
"118.5","indonesia"
"118.6","sehat"
"118.7","ekonomi"
"118.8","bangkit"
"118.9","polripresisi"
"118.10","divisihumaspolri"
"118.11","humaspoldajatim"
"118.12","polreslumajang"
"118.13","humaspolreslumajang"
"119","tuan"
"119.1","puan"
"119.2","tujuan"
"119.3","kajian"
"119.4","ini"
"119.5","adalah"
"119.6","untuk"
"119.7","mengenal"
"119.8","pasti"
"119.9","keberkesanan"
"119.10","pakej"
"119.11","rangsangan"
"119.12","ekonomi"
"119.13","pks"
"119.14","prihatin"
"119.15","tambahan"
"119.16","pks"
"119.17","prihatin"
"119.18","di"
"119.19","malaysia"
"119.20","ke"
"119.21","atas"
"119.22","pks"
"119.23","yang"
"119.24","terkesan"
"119.25","oleh"
"119.26","wabak"
"119.27","covid"
"120","berkat"
"120.1","kerja"
"120.2","keras"
"120.3","pemerintah"
"120.4","keras"
"120.5","muncul"
"120.6","pada"
"120.7","kebijakan"
"120.8","anggaran"
"120.9","program"
"120.10","pemulihan"
"120.11","ekonomi"
"120.12","nasional"
"120.13","alias"
"120.14","pengin"
"120.15","yang"
"120.16","diluncurkan"
"120.17","pemerintah"
"120.18","untuk"
"120.19","mengatasi"
"120.20","dampak"
"120.21","covid"
"121","asosiasi"
"121.1","pengusaha"
"121.2","indonesia"
"121.3","apindo"
"121.4","jawa"
"121.5","barat"
"121.6","mengeluhkan"
"121.7","mahalnya"
"121.8","harga"
"121.9","tes"
"121.10","covid"
"121.11","sepe"
"121.12","i"
"121.13","tes"
"121.14","usap"
"121.15","pcr"
"121.16","untuk"
"121.17","melacak"
"121.18","warga"
"121.19","yang"
"121.20","terpapar"
"121.21","covid"
"121.22","di"
"121.23","indonesia"
"122","ayo"
"122.1","kompak"
"122.2","agar"
"122.3","pandemi"
"122.4","covid"
"122.5","segera"
"122.6","cepat"
"122.7","teratasi"
"122.8","dan"
"122.9","ekonomi"
"122.10","un"
"122.11","bisa"
"122.12","bangkit"
"122.13","bersatupaduatasipandemi"
"123","kalau"
"123.1","tengok"
"123.2","pada"
"123.3","keandaan"
"123.4","ekonomi"
"123.5","kes"
"123.6","covid"
"123.7","dan"
"123.8","politik"
"123.9","semasa"
"123.10","banyak"
"123.11","betul"
"123.12","benda"
"123.13","yang"
"123.14","aku"
"123.15","nak"
"123.16","komen"
"123.17","atau"
"123.18","kongsi"
"123.19","tapi"
"123.20","lebih"
"123.21","duduk"
"123.22","diam"
"123.23","dan"
"123.24","tengok"
"123.25","je"
"123.26","sebab"
"123.27","kalau"
"123.28","hentam"
"123.29","government"
"123.30","dikata"
"123.31","macai"
"123.32","dap"
"123.33","ph"
"123.34","kalau"
"123.35","hentam"
"123.36","pembangkang"
"123.37","dikata"
"123.38","macai"
"123.39","pn"
"124","alfatihah"
"124.1","untuk"
"124.2","malaysia"
"124.3","semoga"
"124.4","dicucuri"
"124.5","rahmat"
"124.6","index"
"124.7","kelaut"
"124.8","ekonomi"
"124.9","kelaut"
"124.10","covid"
"124.11","kelaut"
"124.12","politik"
"124.13","ke"
"124.14","laut"
"124.15","pkp"
"124.16","kelaut"
"124.17","kau"
"124.18","nak"
"124.19","apa"
"124.20","lagi"
"124.21","jahanam"
"124.22","habis"
"124.23","negara"
"125","jika"
"125.1","kamu"
"125.2","berpikir"
"125.3","masalah"
"125.4","pembangunan"
"125.5","yang"
"125.6","kurang"
"125.7","stabil"
"125.8","dipapua"
"125.9","ya"
"125.10","aku"
"125.11","akui"
"125.12","bukan"
"125.13","hanya"
"125.14","papua"
"125.15","saja"
"125.16","tapi"
"125.17","semua"
"125.18","sedang"
"125.19","amburadul"
"125.20","sama"
"125.21","covid"
"125.22","ekonomi"
"125.23","mencekam"
"125.24","jadi"
"125.25","pembangunan"
"125.26","harus"
"125.27","di"
"125.28","batalkan"
"125.29","dana"
"125.30","dikucurkan"
"125.31","untuk"
"125.32","penanganan"
"125.33","covid"
"126","kalau"
"126.1","pejabat"
"126.2","negara"
"126.3","masih"
"126.4","memiliki"
"126.5","hati"
"126.6","nurani"
"126.7","terhadap"
"126.8","rakyatnya"
"126.9","harusnya"
"126.10","sudah"
"126.11","bergotong"
"126.12","royong"
"126.13","menyisihkan"
"126.14","sebagian"
"126.15","gajinya"
"126.16","ketika"
"126.17","rakyat"
"126.18","menderita"
"126.19","menghadapi"
"126.20","pandemi"
"126.21","covid"
"126.22","presidenkagaknga"
"126.23","ilockdown"
"126.24","presidenkagaknga"
"126.25","ilockdown"
"127","negara"
"127.1","lain"
"127.2","peduli"
"127.3","dengan"
"127.4","warga"
"127.5","negaranya"
"127.6","sementara"
"127.7","negara"
"127.8","sendiri"
"127.9","dari"
"127.10","awal"
"127.11","pandemi"
"127.12","yang"
"127.13","dipikirkan"
"127.14","cuman"
"127.15","ekonoma"
"127.16","ekonomi"
"127.17","akhirnya"
"127.18","ekonomi"
"127.19","tidak"
"127.20","tumbuh"
"127.21","covid"
"127.22","merajalela"
"127.23","dan"
"127.24","wna"
"127.25","pada"
"127.26","angkat"
"127.27","kaki"
"127.28","kalau"
"127.29","memang"
"127.30","sudah"
"127.31","tak"
"127.32","mampu"
"127.33","mundurlah"
"127.34","gosah"
"127.35","petantang"
"127.36","petenteng"
"127.37","tapi"
"127.38","hasil"
"127.39","nol"
"128","disiplin"
"128.1","sama"
"128.2","vaksinasi"
"128.3","covid"
"128.4","tetap"
"128.5","menjadi"
"128.6","ikhtiar"
"128.7","kita"
"128.8","bersama"
"128.9","untuk"
"128.10","informasi"
"128.11","terkait"
"128.12","covid"
"128.13","kunjungi"
"128.14","situs"
"128.15","resmi"
"128.16","penanganan"
"128.17","covid"
"128.18","dan"
"128.19","pemulihan"
"128.20","ekonomi"
"128.21","nasional"
"128.22","dan"
"128.23","indonesiabangkit"
"128.24","semuawajibpakaimasker"
"129","untuk"
"129.1","informasi"
"129.2","terkait"
"129.3","covid"
"129.4","kunjungi"
"129.5","situs"
"129.6","resmi"
"129.7","penanganan"
"129.8","covid"
"129.9","dan"
"129.10","pemulihan"
"129.11","ekonomi"
"129.12","nasional"
"129.13","dan"
"129.14","indonesiabangkit"
"129.15","semuawajibpakaimasker"
"130","lapan"
"130.1","pakej"
"130.2","bantuan"
"130.3","dan"
"130.4","rangsangan"
"130.5","ekonomi"
"130.6","bernilai"
"130.7","rm"
"130.8","bilion"
"130.9","dilaksanakan"
"130.10","sejak"
"130.11","pandemik"
"130.12","covid"
"130.13","melanda"
"130.14","negara"
"130.15","membuktikan"
"130.16","kerajaan"
"130.17","mendengar"
"130.18","dan"
"130.19","be"
"130.20","indak"
"130.21","supaya"
"130.22","rakyat"
"130.23","dan"
"130.24","ekonomi"
"130.25","terus"
"130.26","be"
"130.27","ahan"
"130.28","dalam"
"130.29","tempoh"
"130.30","mencabar"
"130.31","ini"
"131","kasus"
"131.1","covid"
"131.2","jaka"
"131.3","a"
"131.4","turun"
"131.5","pengusaha"
"131.6","harap"
"131.7","ppkm"
"131.8","turun"
"131.9","ke"
"131.10","level"
"132","wamenkeu"
"132.1","apbn"
"132.2","bergerak"
"132.3","fleksibel"
"132.4","dan"
"132.5","responsif"
"132.6","demi"
"132.7","menyelamatkan"
"132.8","rakyat"
"132.9","kemenkeu"
"132.10","idn"
"132.11","channel"
"132.12","apbn"
"132.13","akan"
"132.14","terus"
"132.15","bekerja"
"132.16","keras"
"132.17","menjadi"
"132.18","instrumen"
"132.19","countercyclical"
"132.20","untuk"
"132.21","mengendalikan"
"132.22","pandemi"
"132.23","covid"
"132.24","dan"
"132.25","mengakselerasi"
"132.26","pemulihan"
"132.27","ekonomi"
"132.28","nasional"
"132.29","ter"
"133","kalau"
"133.1","prank"
"133.2","nya"
"133.3","tetang"
"133.4","indonesia"
"133.5","enggak"
"133.6","akan"
"133.7","kena"
"133.8","covid"
"133.9","karena"
"133.10","makan"
"133.11","nasi"
"133.12","kucing"
"133.13","atau"
"133.14","prank"
"133.15","ekonomi"
"133.16","indonesia"
"133.17","meroket"
"133.18","ayau"
"133.19","obat"
"133.20","covid"
"133.21","hasil"
"133.22","be"
"133.23","apa"
"133.24","kok"
"133.25","enggak"
"133.26","jadikan"
"133.27","tersangka"
"133.28","ya"
"134","jebakan"
"134.1","pandemi"
"134.2","pandemic"
"134.3","trap"
"134.4","akan"
"134.5","mengakibatkan"
"134.6","penanganan"
"134.7","covid"
"134.8","makin"
"134.9","sulit"
"134.10","lama"
"134.11","akibatnya"
"134.12","ekonomi"
"134.13","juga"
"134.14","akan"
"134.15","makin"
"134.16","lambat"
"134.17","pulih"
"134.18","agar"
"134.19","tidak"
"134.20","masuk"
"134.21","jebakan"
"134.22","tersebut"
"134.23","fokuslah"
"134.24","dulu"
"134.25","pada"
"134.26","penanganan"
"134.27","covid"
"134.28","pandu"
"134.29","riono"
"134.30","ingatkan"
"134.31","ri"
"134.32","menuju"
"134.33","jalur"
"134.34","jebakan"
"134.35","pandemi"
"135","upaya"
"135.1","ini"
"135.2","juga"
"135.3","untuk"
"135.4","menjaga"
"135.5","aktivitas"
"135.6","produksi"
"135.7","sekaligus"
"135.8","mencegah"
"135.9","penyebaran"
"135.10","covid"
"136","ekonom"
"136.1","institute"
"136.2","for"
"136.3","development"
"136.4","of"
"136.5","economics"
"136.6","and"
"136.7","finance"
"136.8","indef"
"136.9","nailul"
"136.10","huda"
"136.11","menyatakan"
"136.12","aplikasi"
"136.13","pedulilindungi"
"136.14","masih"
"136.15","perlu"
"136.16","banyak"
"136.17","pembenahan"
"136.18","baik"
"136.19","untuk"
"136.20","membangkitkan"
"136.21","aktivitas"
"136.22","perekonomian"
"136.23","maupun"
"136.24","untuk"
"136.25","tracing"
"136.26","dan"
"136.27","tracking"
"136.28","covid"
"137","pemerintah"
"137.1","daerah"
"137.2","istimewa"
"137.3","yogyaka"
"137.4","a"
"137.5","segera"
"137.6","menyalurkan"
"137.7","dana"
"137.8","keistimewaan"
"137.9","danais"
"137.10","total"
"137.11","rp"
"137.12","miliar"
"137.13","untuk"
"137.14","mempercepat"
"137.15","penanganan"
"137.16","covid"
"137.17","di"
"137.18","level"
"137.19","desa"
"138","buka"
"138.1","parlimen"
"138.2","bincang"
"138.3","hal"
"138.4","covid"
"138.5","dan"
"138.6","ekonomi"
"138.7","se"
"138.8","a"
"138.9","kesusahan"
"138.10","rakyat"
"138.11","bukan"
"138.12","untuk"
"138.13","menjerit"
"138.14","macam"
"138.15","monyet"
"138.16","atas"
"138.17","pokok"
"139","kalau"
"139.1","dia"
"139.2","tapi"
"139.3","turun"
"139.4","kawasan"
"139.5","hang"
"139.6","apa"
"139.7","hang"
"139.8","expected"
"139.9","dia"
"139.10","nak"
"139.11","buat"
"139.12","sok"
"139.13","kena"
"139.14","clear"
"139.15","terjejas"
"139.16","covid"
"139.17","itu"
"139.18","terjejas"
"139.19","ekonomi"
"139.20","kak"
"139.21","apa"
"139.22","tolong"
"139.23","bgtau"
"139.24","clear"
"140","kibarkan"
"140.1","merah"
"140.2","putih"
"140.3","lawan"
"140.4","covid"
"140.5","indonesia"
"140.6","sehat"
"140.7","ekonomi"
"140.8","bangkit"
"140.9","polripresisi"
"140.10","divisihumaspolri"
"140.11","humaspoldajatim"
"140.12","polreslumajang"
"140.13","humaspolreslumajang"
"141","inisiatif"
"141.1","kota"
"141.2","cerdas"
"141.3","asean"
"141.4","australia"
"141.5","mendukung"
"141.6","desain"
"141.7","dan"
"141.8","perencanaan"
"141.9","perkotaan"
"141.10","untuk"
"141.11","mempersiapkan"
"141.12","makassar"
"141.13","menghadapi"
"141.14","era"
"141.15","pasca"
"141.16","covid"
"141.17","penggunaan"
"141.18","teknologi"
"141.19","digital"
"141.20","dalam"
"141.21","perencanaan"
"141.22","kota"
"141.23","berkontribusi"
"141.24","pada"
"141.25","pemulihan"
"141.26","ekonomi"
"141.27","yang"
"141.28","cerdas"
"141.29","inklusif"
"141.30","dan"
"141.31","berbasis"
"141.32","data"
"142","indonesia"
"142.1","menang"
"142.2","maju"
"142.3","bersama"
"142.4","agar"
"142.5","covid"
"142.6","cepat"
"142.7","hilg"
"142.8","ekonomi"
"142.9","masyarakat"
"142.10","harus"
"142.11","kita"
"142.12","cari"
"142.13","solusi"
"142.14","jangan"
"142.15","terhibur"
"142.16","oleh"
"142.17","pademi"
"142.18","tunjukkan"
"142.19","bahwa"
"142.20","kita"
"142.21","bisa"
"142.22","menang"
"142.23","lwn"
"142.24","covid"
"142.25","mari"
"142.26","bersatu"
"142.27","patuhi"
"142.28","aturan"
"142.29","umum"
"142.30","demi"
"142.31","ampuhnya"
"142.32","ekonomi"
"142.33","kita"
"142.34","spe"
"142.35","i"
"142.36","semula"
"142.37","amin"
"143","masih"
"143.1","diperpanjang"
"143.2","kami"
"143.3","berharap"
"143.4","levelnya"
"143.5","bisa"
"143.6","diturunkan"
"143.7","dari"
"143.8","ppkm"
"143.9","level"
"143.10","ke"
"143.11","ppkm"
"143.12","level"
"143.13","khususnya"
"143.14","di"
"143.15","dki"
"143.16","jaka"
"143.17","a"
"143.18","kata"
"143.19","sarman"
"144","link"
"144.1","pendaftaran"
"144.2","bantuan"
"144.3","umkm"
"144.4","pedagang"
"144.5","kecil"
"144.6","yang"
"144.7","terdampak"
"144.8","covid"
"144.9","siap"
"144.10","siap"
"144.11","usahamu"
"144.12","akan"
"144.13","diborong"
"145","pandemi"
"145.1","covid"
"145.2","telah"
"145.3","memperparah"
"145.4","tren"
"145.5","tppo"
"145.6","karena"
"145.7","banyak"
"145.8","orang"
"145.9","yang"
"145.10","mengalami"
"145.11","kesulitan"
"145.12","ekonomi"
"146","ayo"
"146.1","kibarkan"
"146.2","merah"
"146.3","putih"
"146.4","lawan"
"146.5","covid"
"146.6","indonesia"
"146.7","sehat"
"146.8","ekonomi"
"146.9","bangkit"
"146.10","programvaksinasimerdeka"
"146.11","bharadaksa"
"146.12","tahun"
"146.13","mengabdi"
"147","perkerja"
"147.1","kilang"
"147.2","itu"
"147.3","pergi"
"147.4","kerja"
"147.5","untuk"
"147.6","nak"
"147.7","sara"
"147.8","ekonomi"
"147.9","siap"
"147.10","dapat"
"147.11","covid"
"147.12","lagi"
"148","iye"
"148.1","guna"
"148.2","dia"
"148.3","orang"
"148.4","sebagai"
"148.5","makmal"
"148.6","tikus"
"148.7","kalau"
"148.8","ada"
"148.9","yang"
"148.10","dapat"
"148.11","covid"
"148.12","monitor"
"148.13","kesan"
"148.14","dia"
"148.15","kalau"
"148.16","takde"
"148.17","yang"
"148.18","dapat"
"148.19","takpe"
"148.20","hasil"
"148.21","daripada"
"148.22","monitor"
"148.23","dia"
"148.24","orang"
"148.25","ini"
"148.26","boleh"
"148.27","lah"
"148.28","rangka"
"148.29","untuk"
"148.30","buka"
"148.31","balik"
"148.32","ekonomi"
"148.33","once"
"148.34","banyak"
"148.35","deh"
"148.36","dapat"
"148.37","dos"
"148.38","lockdown"
"148.39","bukan"
"148.40","jalan"
"148.41","penyelesaiannya"
"149","selamat"
"149.1","atas"
"149.2","kemenangan"
"149.3","ganda"
"149.4","putri"
"149.5","bulutangkis"
"149.6","ina"
"149.7","di"
"149.8","olimpiade"
"149.9","tokyo"
"149.10","momen"
"149.11","kemenangan"
"149.12","melawan"
"149.13","covid"
"149.14","korupsi"
"149.15","kemiskinan"
"149.16","perpecahan"
"149.17","penjajahan"
"149.18","keterpurukan"
"149.19","ekonomi"
"150","covid"
"150.1","enggak"
"150.2","te"
"150.3","anggulangi"
"150.4","ekonomi"
"150.5","enggak"
"150.6","pulih"
"150.7","pulih"
"150.8","rupanya"
"150.9","sudah"
"150.10","sibuk"
"150.11","memikirkan"
"150.12","di"
"150.13","pontianak"
"150.14","juga"
"150.15","banyak"
"150.16","ini"
"150.17","bannernya"
"151","umnasional"
"151.1","johor"
"151.2","mindx"
"151.3","perkhidmatan"
"151.4","kaunseling"
"151.5","dan"
"151.6","psikologi"
"151.7","negeri"
"151.8","johor"
"151.9","merupakan"
"151.10","salah"
"151.11","satu"
"151.12","inisiatif"
"151.13","yang"
"151.14","diumumkan"
"151.15","oleh"
"151.16","hasni"
"151.17","dalam"
"151.18","pakej"
"151.19","rangsangan"
"151.20","ekonomi"
"151.21","pre"
"151.22","ihsan"
"151.23","johor"
"151.24","baru"
"151.25","baru"
"151.26","ini"
"152","di"
"152.1","tengah"
"152.2","tantangan"
"152.3","pandemi"
"152.4","covid"
"152.5","fungsi"
"152.6","intermediasi"
"152.7","perbankan"
"152.8","mulai"
"152.9","mengalami"
"152.10","pe"
"152.11","umbuhan"
"152.12","positif"
"152.13","simak"
"152.14","selengkapnya"
"152.15","bi"
"153","tak"
"153.1","lama"
"153.2","rakyat"
"153.3","malaysia"
"153.4","semua"
"153.5","akan"
"153.6","mati"
"153.7","tak"
"153.8","mati"
"153.9","sebab"
"153.10","covid"
"153.11","mati"
"153.12","sebab"
"153.13","lapar"
"153.14","kenapa"
"153.15","lapar"
"153.16","ekonomi"
"153.17","jatuh"
"153.18","mostly"
"153.19","pekerja"
"153.20","dibayar"
"153.21","separuh"
"153.22","dan"
"153.23","ada"
"153.24","kebanyakannya"
"153.25","tak"
"153.26","dibayar"
"153.27","langsung"
"154","indef"
"154.1","mengkritik"
"154.2","penanganan"
"154.3","covid"
"154.4","lagi"
"154.5","sakit"
"154.6","tapi"
"154.7","ekonomi"
"154.8","disuruh"
"154.9","lari"
"155","gelombang"
"155.1","aksi"
"155.2","rakyat"
"155.3","kepada"
"155.4","pemerintah"
"155.5","sejak"
"155.6","pandemi"
"155.7","covid"
"155.8","mulai"
"155.9","bermunculan"
"155.10","di"
"155.11","berbagai"
"155.12","negara"
"155.13","rakyat"
"155.14","mengekspresikan"
"155.15","frustrasi"
"155.16","mereka"
"155.17","atas"
"155.18","kondisi"
"155.19","ekonomi"
"155.20","lambatnya"
"155.21","vaksinasi"
"155.22","covid"
"155.23","dan"
"155.24","pengabaian"
"155.25","pemerintah"
"155.26","terhadap"
"155.27","penanganan"
"155.28","pandemi"
"155.29","simak"
"155.30","yuk"
"156","trisula"
"156.1","penanganan"
"156.2","covid"
"156.3","yaitu"
"156.4","pe"
"156.5","sama"
"156.6","penanggulangan"
"156.7","kesehatan"
"156.8","kedua"
"156.9","perlindungan"
"156.10","sosial"
"156.11","dan"
"156.12","ketiga"
"156.13","stimulus"
"156.14","ekonomi"
"156.15","selengkapnya"
"156.16","di"
"156.17","desabisa"
"156.18","mulaidaridesa"
"157","sok"
"157.1","tired"
"157.2","with"
"157.3","malaysia"
"157.4","politic"
"157.5","issues"
"157.6","case"
"157.7","covid"
"157.8","macam"
"157.9","tak"
"157.10","ada"
"157.11","sinar"
"157.12","nak"
"157.13","turun"
"157.14","frontliner"
"157.15","hospital"
"157.16","dihujung"
"157.17","tanduk"
"157.18","ekonomi"
"157.19","unstable"
"157.20","dengan"
"157.21","harga"
"157.22","barang"
"157.23","tak"
"157.24","terkawal"
"157.25","kuasa"
"157.26","pembeli"
"157.27","berkurang"
"157.28","unemployment"
"157.29","rate"
"157.30","meningkat"
"157.31","belum"
"157.32","cerita"
"157.33","mental"
"157.34","health"
"157.35","menteri"
"157.36","masih"
"157.37","tiada"
"157.38","kesedaran"
"158","top"
"158.1","news"
"158.2","koran"
"158.3","rakyat"
"158.4","merdeka"
"158.5","curhat"
"158.6","pengusaha"
"158.7","mengharap"
"158.8","ppkm"
"158.9","turun"
"158.10","level"
"158.11","pemasukan"
"158.12","kosong"
"158.13","biaya"
"158.14","sewa"
"158.15","dan"
"158.16","cicilan"
"158.17","jalan"
"158.18","terus"
"158.19","ppkm"
"158.20","ppkmdarurat"
"158.21","ppkmlevel"
"158.22","corona"
"158.23","coronavirus"
"158.24","covid"
"158.25","covid"
"158.26","covid"
"158.27","covid"
"158.28","covid"
"158.29","rakyatmerdeka"
"158.30","rmid"
"159","top"
"159.1","news"
"159.2","koran"
"159.3","rakyat"
"159.4","merdeka"
"159.5","jelang"
"159.6","hut"
"159.7","ri"
"159.8","gulirkan"
"159.9","vaksin"
"159.10","merdeka"
"159.11","kapolri"
"159.12","percaya"
"159.13","diri"
"159.14","ekonomi"
"159.15","bisa"
"159.16","berkembang"
"159.17","lagi"
"159.18","polri"
"159.19","vaksin"
"159.20","vaksinasi"
"159.21","hutri"
"159.22","corona"
"159.23","coronavirus"
"159.24","covid"
"159.25","covid"
"159.26","covid"
"159.27","covid"
"159.28","covid"
"159.29","rakyatmerdeka"
"159.30","rmid"
"160","narkoba"
"160.1","adalah"
"160.2","ancman"
"160.3","yang"
"160.4","nyata"
"160.5","bagi"
"160.6","tiap"
"160.7","orang"
"160.8","tingkat"
"160.9","penyalahgunaan"
"160.10","narkoba"
"160.11","pada"
"160.12","masa"
"160.13","pandemi"
"160.14","covid"
"160.15","semakin"
"160.16","meningkat"
"160.17","salah"
"160.18","satu"
"160.19","faktor"
"160.20","penyebabnya"
"160.21","adalah"
"160.22","seseorang"
"160.23","yang"
"160.24","mengalami"
"160.25","stres"
"160.26","akibat"
"160.27","adanya"
"160.28","perubahan"
"160.29","sosial"
"160.30","dan"
"160.31","ekonomi"
"160.32","yuk"
"160.33","sama"
"160.34","kita"
"160.35","lwan"
"160.36","narkoba"
"160.37","dimasa"
"160.38","pandemi"
"161","uk"
"161.1","stop"
"161.2","lockdown"
"161.3","buka"
"161.4","ekonomi"
"161.5","kes"
"161.6","makin"
"161.7","turun"
"161.8","drastik"
"161.9","malaysia"
"161.10","xcukup"
"161.11","dengan"
"161.12","lockdown"
"161.13","parlimen"
"161.14","pun"
"161.15","dia"
"161.16","lock"
"161.17","akal"
"161.18","menteri"
"161.19","pun"
"161.20","lock"
"161.21","simpan"
"161.22","dalam"
"161.23","kabinet"
"161.24","rakyat"
"161.25","suffer"
"161.26","how"
"161.27","tapi"
"161.28","survive"
"162","kementerian"
"162.1","perindustrian"
"162.2","terus"
"162.3","mendorong"
"162.4","pelaku"
"162.5","industri"
"162.6","untuk"
"162.7","ikut"
"162.8","berkontribusi"
"162.9","dalam"
"162.10","upaya"
"162.11","percepatan"
"162.12","penanganan"
"162.13","dan"
"162.14","pengendalian"
"162.15","pandemi"
"162.16","covid"
"162.17","di"
"162.18","tanah"
"162.19","air"
"162.20","prosesnewsid"
"162.21","kementerianperindustrian"
"162.22","ekonomi"
"162.23","programstrategis"
"162.24","pelakuindustri"
"163","paranoid"
"163.1","tak"
"163.2","berasas"
"163.3","kita"
"163.4","tak"
"163.5","perlu"
"163.6","ikut"
"163.7","cakap"
"163.8","doktor"
"163.9","yang"
"163.10","tak"
"163.11","mengaji"
"163.12","benda"
"163.13","lain"
"163.14","selain"
"163.15","ilmu"
"163.16","medik"
"163.17","dia"
"163.18","itu"
"163.19","who"
"163.20","pun"
"163.21","deh"
"163.22","kata"
"163.23","kita"
"163.24","kena"
"163.25","live"
"163.26","with"
"163.27","covid"
"163.28","virus"
"163.29","konsep"
"163.30","dia"
"163.31","ekonomi"
"163.32","dan"
